symbol,date,price
Competition 3,Jul 2006,67.96
Competition 3,Aug 2006,67.85
Competition 3,Sep 2006,76.98
Competition 3,Oct 2006,81.08
Competition 3,Nov 2006,91.66
Competition 3,Dec 2006,84.84
Competition 3,Jan 2007,85.73
Competition 3,Feb 2007,84.61
Competition 3,Mar 2007,92.91
Competition 3,Apr 2007,99.8
Competition 3,May 2007,121.19
Competition 3,Jun 2007,122.04
Competition 3,Jul 2007,131.76
Competition 3,Aug 2007,138.48
Competition 3,Sep 2007,153.47
Competition 3,Oct 2007,189.95
Competition 3,Nov 2007,182.22
Competition 3,Dec 2007,198.08
Competition 3,Jan 2008,135.36
Competition 3,Feb 2008,125.02
Competition 3,Mar 2008,143.5
Competition 3,Apr 2008,173.95
Competition 3,May 2008,188.75
Competition 3,Jun 2008,167.44
Competition 3,Jul 2008,158.95
Competition 3,Aug 2008,169.53
Competition 3,Sep 2008,113.66
Competition 3,Oct 2008,107.59
Competition 3,Nov 2008,92.67
Competition 3,Dec 2008,85.35
Competition 3,Jan 2009,90.13
Competition 3,Feb 2009,89.31
Competition 3,Mar 2009,105.12
Competition 3,Apr 2009,125.83
Competition 3,May 2009,135.81
Competition 3,Jun 2009,142.43
Competition 3,Jul 2009,163.39
Competition 3,Aug 2009,168.21
Competition 3,Sep 2009,185.35
Competition 3,Oct 2009,188.5
Competition 3,Nov 2009,199.91
Competition 3,Dec 2009,210.73
Competition 3,Jan 2010,192.06
Competition 3,Feb 2010,204.62
Competition 3,Mar 2010,223.02
